City	latitude	longitude
OILVILLE	37.7278831	37.7278831
BANNING	33.9255685	33.9255685
ALTAVISTA	6.2274461	6.2274461
PETAL	31.3465627	31.3465627
ISLIP TERRACE	40.75043835	40.75043835
KENBRIDGE	36.9621887	36.9621887
LAUDERHILL	26.1403635	26.1403635
LAFAYETTE HILL	40.0939993	40.0939993
ANDREWS	32.2690953	32.2690953
MOSCOW MILLS	38.9478267	38.9478267
MISSION HILLS	39.0177834	39.0177834
DEL VALLE	34.4194407	34.4194407
PLUMMER	47.9113855	47.9113855
SAUK RAPIDS	45.5913275	45.5913275
STRAFFORD	43.327176	43.327176
NORTH BELLMORE	40.6914882	40.6914882
ESTACADA	45.2864689	45.2864689
GILBERTSVILLE	40.3200972	40.3200972
SALTILLO	25.4230425	25.4230425
DOLTON	41.6389236	41.6389236
WOLF POINT	48.090574	48.090574
DUCKWATER	38.9318722	38.9318722
ELMWOOD PARK	41.9205931	41.9205931
CARIBOU	42.780196	42.780196
MIDDLEBURG	38.9690189	38.9690189
MEDORA	39.1744908	39.1744908
BUDD LAKE	40.87389	40.87389
MINSTER	51.9625101	51.9625101
FLETCHER	44.6833829	44.6833829
MAUSTON	43.7971946	43.7971946
SMITHS STATION	32.5401394	32.5401394
NEWMAN	37.3139487	37.3139487
NOTTINGHAM	52.9534193	52.9534193
SEALY	29.7789913	29.7789913
LOXAHATCHEE GROVES	26.6831222	26.6831222
CASSELTON	46.900529	46.900529
EAST ISLIP	40.7320819	40.7320819
PROVINCETOWN	42.0525612	42.0525612
OLD HICKORY	36.2597132	36.2597132
BASSETT	43.0630293	43.0630293
NEW FRANKLIN	40.9526931	40.9526931
NORTH DARTMOUTH	44.6843412	44.6843412
GANSEVOORT	43.196027	43.196027
COBLESKILL	42.677853	42.677853
MANDAN	46.826415	46.826415
LANNON	43.1461195	43.1461195
PARRISH	33.7306642	33.7306642
ENGLEWOOD CLIFFS	40.8853773	40.8853773
RAYMONDVILLE	26.4814565	26.4814565
NORTH CHELMSFORD	42.6389798	42.6389798
SANDY SPRING	39.1495517	39.1495517
MOUNTLAKE TERRACE	47.7909667	47.7909667
REFORM	33.378451	33.378451
LOWELLVILLE	41.0359418	41.0359418
GRAFORD	32.9376218	32.9376218
PERRYTON	36.3910229	36.3910229
COBB	51.213149	51.213149
BURNEY	40.8884145	40.8884145
DANIEL ISLAND	39.6103965	39.6103965
JENA	50.9281717	50.9281717
BURNS HARBOR	41.6258708	41.6258708
HOULKA	34.0381648	34.0381648
BURGETTSTOWN	40.3820133	40.3820133
FRASER	42.1264859	42.1264859
HOLDEN	64.077084	64.077084
SELKIRK	50.146986	50.146986
VIDALIA	32.2176855	32.2176855
TRUMANN	35.675279	35.675279
KAUKAUNA	44.2780432	44.2780432
JACKSON HEIGHTS	40.7556561	40.7556561
RUSSIAVILLE	40.4175374	40.4175374
NORTH STONINGTON	41.4411845	41.4411845
ISLAND HEIGHTS	39.9420626	39.9420626
TWENTYNINE PALMS	34.1356915	34.1356915
TAZEWELL	40.5126429	40.5126429
ROYAL PALM BEACH	26.7017553	26.7017553
CASTLE HAYNE	34.3548975	34.3548975
MILROY	44.4176214	44.4176214
CALCIUM	44.040772	44.040772
CHISAGO CITY	45.3735757	45.3735757
BOWLER	44.8630295	44.8630295
SOCORRO	34.0572858	34.0572858
FORT LORAMIE	40.3514368	40.3514368
SWEDEN	59.6749712	59.6749712
GLENNVILLE	35.7288416	35.7288416
OLEY	45.7042931	45.7042931
GOODING	43.0031041	43.0031041
SPRING ARBOR	42.203464	42.203464
STEWARTSTOWN	45.0065471	45.0065471
SINTON	28.034685	28.034685
SOUTHBURY	41.4814848	41.4814848
SUGAR GROVE	41.7614181	41.7614181
SAG HARBOR	40.9978727	40.9978727
TREVOSE	40.1392766	40.1392766
MILLSBORO	38.5915023	38.5915023
ROSLINDALE	42.2912093	42.2912093
S ABINGTN TWP	nan	nan
CASTOR	52.5722503	52.5722503
TALLULAH	32.4084539	32.4084539
SAN LORENZO	42.390538	42.390538
SLAYTON	43.987742	43.987742
EL DORADO	33.20763	33.20763
BROOKELAND	31.1526918	31.1526918
ADAIRVILLE	36.6675425	36.6675425
TURNERSVILLE	39.766826	39.766826
GAINESBORO	39.2784352	39.2784352
JEFFERSONTON	38.637065	38.637065
ARLETA	42.8476753	42.8476753
SOUTH LYON	42.451377	42.451377
RAPIDAN	44.094412	44.094412
MYAKKA CITY	27.3497671	27.3497671
COLDEN	42.6442234	42.6442234
LAKE GEORGE	43.6276486	43.6276486
WICKENBURG	33.9680962	33.9680962
BLACK EAGLE	47.526712	47.526712
MOORHEAD	46.8739081	46.8739081
KINGSFORD	45.794956	45.794956
NORTH HERO	44.8393632	44.8393632
HAUULA	21.59497	21.59497
BRYN MAWR	40.0198335	40.0198335
NAGS HEAD	35.9573923	35.9573923
ROSE HILL	41.3218333	41.3218333
CRESWELL	43.9179023	43.9179023
CIRCLEVILLE	39.508328	39.508328
SARANAC LAKE	44.32831575	44.32831575
OAKES	46.138579	46.138579
WYMORE	40.122224	40.122224
WOOD LAKE	42.6395037	42.6395037
NEW BUFFALO	41.7952562	41.7952562
DRUMRIGHT	35.9884013	35.9884013
MC FARLAND	34.9845198	34.9845198
MATHER	39.934797	39.934797
SAINT JOHN	45.278752	45.278752
MOUNT CLARE	39.0986579	39.0986579
COLMAR	48.0777517	48.0777517
NORTH PROVIDENCE	41.8500997	41.8500997
JOURDANTON	28.9180294	28.9180294
HENRYETTA	35.4424596	35.4424596
COALGATE	34.5381481	34.5381481
HENNESSEY	36.1098677	36.1098677
SOLOMONS	38.318227	38.318227
FOSTORIA	43.2418076	43.2418076
TANNERSVILLE	42.1956438	42.1956438
BRAZIL	-10.3333333	-10.3333333
MARBLE CANYON	36.8155432	36.8155432
MARSHALLS CREEK	-28.5056308	-28.5056308
MAPLE HILL	39.084722	39.084722
ASHLEY	33.1742582	33.1742582
BEREA	41.3661614	41.3661614
CHOWCHILLA	37.1229997	37.1229997
OHKAY OWINGEH	36.0498145	36.0498145
CAPTAIN COOK	19.494428	19.494428
MACEDONIA	41.6171214	41.6171214
HAMPDEN	49.533333	49.533333
CONFLUENCE	39.8128548	39.8128548
SHAKER HEIGHTS	41.4739419	41.4739419
SAULT SAINTE MARIE	46.52391	46.52391
BALLSTON SPA	43.0009087	43.0009087
SHELOCTA	40.6558987	40.6558987
CRAWFORDSVILLE	40.0401991	40.0401991
CUYAHOGA FALLS	41.1348213	41.1348213
RANSOM TOWNSHIP	41.7748941	41.7748941
S OZONE PARK	40.6701035	40.6701035
KEWAUNEE	44.4584016	44.4584016
POINT PLEASANT BORO	40.07821885	40.07821885
SPENCERVILLE	39.11956535	39.11956535
PORT BOLIVAR	29.3799791	29.3799791
MOOSIC	41.353413	41.353413
SAN PABLO	-23.682648	-23.682648
WHEATON	41.8646959	41.8646959
ELKINS	38.925927	38.925927
SOUTH OZONE PARK	40.6701035	40.6701035
GOLDENDALE	45.8206794	45.8206794
APALACHICOLA	29.7255084	29.7255084
MEXICO BEACH	29.9493829	29.9493829
VALE	46.2303063	46.2303063
GATE	36.8533638	36.8533638
MARTINDALE	29.8415233	29.8415233
BOURBONNAIS	41.1639309	41.1639309
BROAD CHANNEL	40.6064008	40.6064008
BARSTOW	34.8957684	34.8957684
OLD TAPPAN	41.0106971	41.0106971
WHITE HAVEN	41.0564585	41.0564585
EAGLE MOUNTAIN	42.0620352	42.0620352
HARMONY	43.555189	43.555189
MUNROE FALLS	41.139036	41.139036
BRIGHTWOOD	38.9656333	38.9656333
BENSON	48.0191362	48.0191362
BUTNER	36.14268005	36.14268005
BUCYRUS	40.8083909	40.8083909
MUSE	23.71313865	23.71313865
WATERVLIET	42.7300784	42.7300784
GARWOOD	40.6517692	40.6517692
WEST FARGO	46.874967	46.874967
FORT VALLEY	32.5537585	32.5537585
DOLGEVILLE	43.100983	43.100983
LOS FRESNOS	26.0714502	26.0714502
CLE ELUM	47.1952417	47.1952417
BATH	51.38092635	51.38092635
KAILUA	21.394833	21.394833
REDLAKE	50.48040925	50.48040925
ELIZABETHPORT	40.6501031	40.6501031
MONT BELVIEU	29.8477222	29.8477222
ABBEVILLE	50.1060835	50.1060835
EVELETH	47.462761	47.462761
PENRYN	50.170186	50.170186
MAKAWAO	20.8510965	20.8510965
TAWAS CITY	44.269461	44.269461
FAIR LAWN	40.9397796	40.9397796
POOLESVILLE	39.1459732	39.1459732
WHITE OAK	32.5271582	32.5271582
TIMPSON	31.9037814	31.9037814
VAN WERT	40.8697083	40.8697083
ELKINS PARK	40.0770553	40.0770553
GOOSE CREEK	32.9961038	32.9961038
CHURCHS FERRY	48.2706438	48.2706438
NEILLSVILLE	44.5601834	44.5601834
POTRERO	32.6047822	32.6047822
FLOYDS KNOBS	38.3243841	38.3243841
LA CRESCENTA	34.230429	34.230429
SPENCERTOWN	42.3234196	42.3234196
LIGONIER	40.2430966	40.2430966
CRESTWOOD	41.6611444	41.6611444
BELFAIR	47.5023158	47.5023158
PARK FALLS	45.9346201	45.9346201
SEBREE	37.6069885	37.6069885
SUMRALL	31.4173935	31.4173935
SARAH	4.6765609	4.6765609
OCRACOKE	35.1146152	35.1146152
BILLERICA	42.5584264	42.5584264
KATONAH	41.25877	41.25877
POLAND	52.215933	52.215933
JOHNSBURG	42.3800209	42.3800209
PONCA CITY	36.703647	36.703647
MUKWONAGO	42.8666803	42.8666803
CLARENDON	34.9359346	34.9359346
CECILIA	30.33531365	30.33531365
SPIRO	35.2412073	35.2412073
DEMING	32.2627416	32.2627416
STEVENSON	34.8378485	34.8378485
YUCAIPA	34.033625	34.033625
HUBERT	50.829208	50.829208
MERRIMAC	39.765997	39.765997
ALVORD	43.3421522	43.3421522
COATESVILLE	39.9831616	39.9831616
LAKE ORION	42.7844752	42.7844752
PILOT POINT	33.3959396	33.3959396
SAINT ROBERT	45.2549408	45.2549408
PORT SAINT JOE	29.80620995	29.80620995
MOUNT PROSPECT	42.0664167	42.0664167
HAINES	59.0831232	59.0831232
CAPE MAY COURT HOUSE	39.0764605	39.0764605
CHEVERLY	38.928167	38.928167
ROODHOUSE	39.4839361	39.4839361
SHERRILLS FORD	35.6204121	35.6204121
TABOR CITY	34.1487804	34.1487804
OLLA	14.1596088	14.1596088
FORT BRAGG	35.140311	35.140311
TARENTUM	40.4712427	40.4712427
ROCKWOOD	42.0708765	42.0708765
NORVELT	40.2081263	40.2081263
WHT SPHR SPGS	nan	nan
BELLEVIEW	29.0552507	29.0552507
MINERAL POINT	42.8601834	42.8601834
RUIDOSO	33.3315804	33.3315804
LEONARDTOWN	38.2912431	38.2912431
IRON MOUNTAIN	45.820233	45.820233
HOWE	54.217461	54.217461
SUMITON	33.7554224	33.7554224
LUVERNE	43.6542342	43.6542342
PINE GROVE	39.3493389	39.3493389
SOUTH BOUND BROOK	40.5534365	40.5534365
ABSECON	39.4284503	39.4284503
WESTWOOD	34.0668947	34.0668947
EMERSON	41.017241	41.017241
HALLOWELL	44.286011	44.286011
COLCORD	37.9442757	37.9442757
KEEGO HARBOR	42.6080884	42.6080884
CUT OFF	29.5427168	29.5427168
FAIR HAVEN	40.3606653	40.3606653
PISGAH FOREST	35.2723358	35.2723358
DETROIT LAKES	46.817181	46.817181
ARGYLE	33.108831	33.108831
HAYDEN LAKE	47.7587944	47.7587944
WHEELERSBURG	38.7391035	38.7391035
EASTPOINT	29.752006	29.752006
COXS CREEK	-32.7233333	-32.7233333
CARMICHAELS	39.8967425	39.8967425
WILDER	50.9116429	50.9116429
CALABASH	33.8907278	33.8907278
ODEM	27.9503135	27.9503135
MCCOMB	31.2437872	31.2437872
SCHERERVILLE	41.4789246	41.4789246
MAYFIELD	36.7413624	36.7413624
MENAHGA	46.7539483	46.7539483
OLIVER SPRINGS	36.0447011	36.0447011
ALBIA	41.0264561	41.0264561
SAN SEBASTIAN	43.3224219	43.3224219
TALENT	46.6430248	46.6430248
BENBROOK	32.673188	32.673188
AUSTINBURG	41.7720075	41.7720075
RUSTON	32.5232053	32.5232053
DELTA JUNCTION	64.0373478	64.0373478
KNIGHTSTOWN	39.7956007	39.7956007
STREETSBORO	41.239223	41.239223
WOLFFORTH	33.5059189	33.5059189
LEOLA	45.722754	45.722754
BOIS D ARC	37.2564382	37.2564382
WILMETTE	42.0757315	42.0757315
GRANTVILLE	33.2348419	33.2348419
SHARON HILL	39.9063027	39.9063027
KAILUA KONA	19.641941	19.641941
POINT PLEASANT BEACH	40.0919203	40.0919203
CANDIA	35.3084952	35.3084952
TUOLUMNE	38.056944	38.056944
AUTRYVILLE	34.9979453	34.9979453
CHESANING	44.5078909	44.5078909
NEW ULM	44.3140261	44.3140261
MESCALERO	33.1577301	33.1577301
YANKTON	43.0115255	43.0115255
MOUNT ANGEL	45.0678032	45.0678032
WALKERTOWN	36.1748265	36.1748265
NORTON SHORES	43.1689044	43.1689044
CORDELE	31.9635074	31.9635074
BONDUEL	44.7402679	44.7402679
THIBODAUX	29.7957633	29.7957633
SENATOBIA	34.6175679	34.6175679
MARDELA SPRINGS	38.4598391	38.4598391
COVESVILLE	37.8901411	37.8901411
RICHTON	31.3493426	31.3493426
OGDENSBURG	44.694285	44.694285
WYALUSING	41.6681309	41.6681309
RUTLAND	52.6423036	52.6423036
LAKE	39.0505411	39.0505411
SAXTON	-41.974362	-41.974362
NORTH VENICE	38.6808836	38.6808836
NORTHFORD	41.3937084	41.3937084
SAN SABA	31.122268	31.122268
CHAPPELL HILL	30.141529	30.141529
CLIFF	-7.8246807	-7.8246807
BEEBE	35.0735738	35.0735738
FELDA	50.6526201	50.6526201
PANA	18.521428	18.521428
BRISTOW	42.7738667	42.7738667
BERWYN HEIGHTS	38.9939991	38.9939991
PALISADE	46.7132862	46.7132862
CLAYMONT	39.8006685	39.8006685
DU BOIS	40.034722	40.034722
Okeechobee	27.3923408	27.3923408
NORTH CHARLEROI	40.151183	40.151183
COLUMBIA STATION	41.3131066	41.3131066
GARNET VALLEY	35.06345945	35.06345945
RIVERBANK	37.7360396	37.7360396
TRAFALGAR	40.4330613	40.4330613
BROOKLYN HEIGHTS	40.69608485	40.69608485
GULF SHORES	30.2711224	30.2711224
HINESBURG	44.329251	44.329251
AULANDER	36.2296005	36.2296005
VIDOR	30.1313283	30.1313283
CABIN JOHN	38.9751833	38.9751833
INGRAM	30.073889	30.073889
SHELBURNE	44.39424845	44.39424845
FALLON	47.5075937	47.5075937
SEDLEY	50.1684045	50.1684045
MIRA LOMA	33.98208635	33.98208635
BIDWELL	50.818226	50.818226
DARDANELLE	35.2231408	35.2231408
PAEONIAN SPRINGS	39.1492716	39.1492716
HEWITT	31.4623065	31.4623065
FORT LEONARD WOOD	37.70114	37.70114
COPENHAGEN	55.6867243	55.6867243
NORTH ROYALTON	41.3136644	41.3136644
SANBORNVILLE	43.554246	43.554246
FRANKLIN SQUARE	40.7005365	40.7005365
STORRS	41.80564555	41.80564555
WAREHAM	50.6868972	50.6868972
SORRENTO	40.624906	40.624906
ALTUS	34.6381255	34.6381255
CLAREMORE	36.3126005	36.3126005
FOSTER	47.4642277	47.4642277
MILWAUKIE	45.4440051	45.4440051
GARDENDALE	33.6601033	33.6601033
BRONXVILLE	40.9381544	40.9381544
CANNON BEACH	45.8900275	45.8900275
KEWANEE	41.2455927	41.2455927
MERRIAM	39.0168058	39.0168058
NORTH DINWIDDIE	38.9148486	38.9148486
ATKINSON	31.3030105	31.3030105
E MCKEESPORT	40.3831247	40.3831247
GROSSE POINTE SHORES	42.4367034	42.4367034
CAMBRIA	37.7814392	37.7814392
LOMITA	33.8036545	33.8036545
ELLABELL	32.1235368	32.1235368
SMOCK	39.9981312	39.9981312
WRENTHAM	42.0667652	42.0667652
HOLMEN	59.90226165	59.90226165
MOUNT CROGHAN	34.7698774	34.7698774
EXELAND	45.6680167	45.6680167
LITTLE FALLS	45.9763545	45.9763545
SWEET VALLEY	41.2823036	41.2823036
ARROYO GRANDE	35.1185869	35.1185869
SOUTH WINDHAM	43.7361901	43.7361901
OLD ORCHARD BEACH	43.517684	43.517684
WEST BLOCTON	33.1181748	33.1181748
ORION	43.4189191	43.4189191
SEVERY	37.6222547	37.6222547
WRIGHT	45.1489061	45.1489061
WELLING	50.3290749	50.3290749
SUPERIOR	43.4313171	43.4313171
OGALLALA	41.1248328	41.1248328
WINTERSET	41.3347631	41.3347631
CUTHBERT	31.7712748	31.7712748
MOUNDS	35.876484	35.876484
KOSCIUSKO	33.0576295	33.0576295
SUTTONS BAY	44.976666	44.976666
NEWFIELD	42.3621811	42.3621811
DEL NORTE	41.7261767	41.7261767
MOJAVE	35.01096025	35.01096025
ORWIGSBURG	40.6548566	40.6548566
PORT EWEN	41.9053703	41.9053703
TYRONE	54.63533405	54.63533405
PANHANDLE	35.3454847	35.3454847
CROSS CITY	29.6343977	29.6343977
ARABI	22.3743008	22.3743008
LUCAS	41.0147422	41.0147422
NEW HARTFORD	42.5669261	42.5669261
NEW BOSTON	33.4598415	33.4598415
GREENE	39.3573664	39.3573664
OSMOND	42.3598679	42.3598679
COLOGNE	50.938361	50.938361
OAK HARBOR	48.2931559	48.2931559
NORRIS CITY	37.9811576	37.9811576
GIRARD	37.5111596	37.5111596
BLACKLICK	39.9956195	39.9956195
PACE	48.4454551	48.4454551
SOUTH WEBSTER	38.8134097	38.8134097
KLAMATH	41.533995	41.533995
COYANOSA	31.2420577	31.2420577
TOPANGA	34.0908579	34.0908579
BETHEL HEIGHTS	36.218113	36.218113
VELVA	48.05612	48.05612
TURIN	45.0677551	45.0677551
BORING	45.4300724	45.4300724
CELINA	40.5489358	40.5489358
MONTESANO	46.9812063	46.9812063
BOXBORO	42.4918015	42.4918015
EASTCHESTER	40.957233	40.957233
WEST VALLEY CITY	40.6967254	40.6967254
BOONES MILL	37.1147488	37.1147488
HAWLEY	32.6133723	32.6133723
VEVAY	38.7478401	38.7478401
CRAWFORDVILLE	33.5539938	33.5539938
LIBERTY TOWNSHIP	42.10981745	42.10981745
TROUT RUN	41.3740633	41.3740633
NEW LENOX	41.5119761	41.5119761
WESTMORELAND	39.392991	39.392991
SALUDA	34.0015232	34.0015232
SIGOURNEY	41.3330944	41.3330944
HARRINGTON PARK	40.9837089	40.9837089
MARKLE	40.828669	40.828669
CARNEYS POINT	39.71082015	39.71082015
HEBER CITY	40.506463	40.506463
WHITE POST	39.0570514	39.0570514
WEARE	43.094966	43.094966
SOUTH HUNTINGTON	40.822813	40.822813
PEQUOT LAKES	46.6030198	46.6030198
GALVA	42.5069289	42.5069289
WILBRAHAM	42.1227601	42.1227601
GROSSE ILE	47.60035975	47.60035975
ELDORADO	-24.522583	-24.522583
KEIZER	44.9969	44.9969
BELL	31.0081659	31.0081659
MONTEZUMA	37.3476546	37.3476546
NEW JOHNSONVILLE	36.0211715	36.0211715
BOSWELL	40.1614651	40.1614651
SOUTHWICK	51.2884693	51.2884693
NORTH LIBERTY	41.7478297	41.7478297
MI WUK VILLAGE	38.060223	38.060223
MAYBELL	40.5181867	40.5181867
HOPE MILLS	34.9704419	34.9704419
ORLEANS	47.9027336	47.9027336
STOWE	52.03701915	52.03701915
VALLEY CENTER	37.8347342	37.8347342
NORTH MANCHESTER	41.0006005	41.0006005
NORTH HALEDON	40.9550981	40.9550981
LORENA	48.71557405	48.71557405
HONESDALE	41.5767552	41.5767552
SANDY HOOK	38.0864739	38.0864739
HATBORO	40.1746252	40.1746252
FRIENDSHIP	34.2231482	34.2231482
BIDDEFORD	43.4925843	43.4925843
BAY HEAD	40.0717828	40.0717828
WILLS POINT	32.7092955	32.7092955
BARK RIVER	43.0114184	43.0114184
AUBERRY	37.088535	37.088535
KERENS	32.1309147	32.1309147
PEMBROKE PARK	25.9878691	25.9878691
KILN	30.4090829	30.4090829
ALVA	36.8030501	36.8030501
PINE	46.0820957	46.0820957
TUNBRIDGE	43.8888542	43.8888542
TECUMSEH	42.0039331	42.0039331
ROMANSVILLE	39.9520522	39.9520522
DORCHESTER	50.7132064	50.7132064
ORCUTT	34.8650717	34.8650717
RONCEVERTE	37.7497542	37.7497542
STEGER	41.4700348	41.4700348
PERKINSVILLE	34.9018531	34.9018531
HUDSON FALLS	43.3083512	43.3083512
LA GRANGE HIGHLANDS	50.84729775	50.84729775
NEWPORT COAST	33.5963719	33.5963719
ATOKA	34.383855	34.383855
KAMIAH	46.2270934	46.2270934
THE PLAINS	38.8624506	38.8624506
PAINTED POST	42.1638135	42.1638135
SAINT PAUL PARK	39.0292116	39.0292116
LENOX	40.8812978	40.8812978
LA FERIA	26.1588627	26.1588627
SHERBURNE	45.4427088	45.4427088
SKANEATELES	42.947011	42.947011
COLOMA	42.1861494	42.1861494
ENDWELL	42.1128526	42.1128526
FRENCH VILLAGE	44.6309171	44.6309171
DEADWOOD	44.376651	44.376651
CARUTHERSVILLE	36.1931245	36.1931245
SEAMAN	38.942014	38.942014
SELDOVIA	59.440059	59.440059
BIGELOW	43.505243	43.505243
CASTROVILLE	29.3565001	29.3565001
BARRE	43.7513	43.7513
DREXEL HILL	39.9470567	39.9470567
MARINA	36.6900986	36.6900986
GAFFNEY	35.0717945	35.0717945
STANWOOD	41.8927197	41.8927197
TWIN LAKES	43.5596779	43.5596779
SOUTH WILMINGTON	41.17281	41.17281
BRENT	51.5639957	51.5639957
PRUDHOE BAY	70.2450108	70.2450108
HURT	37.0926426	37.0926426
MASTIC BEACH	40.76078865	40.76078865
GILL	44.5612668	44.5612668
MANAHAWKIN	39.69069545	39.69069545
GALENA PARK	29.7335616	29.7335616
COTUIT	41.6167808	41.6167808
SIX MILE	26.1309933	26.1309933
ALTHA	30.5710285	30.5710285
PURLEAR	36.1820751	36.1820751
HUTCHINSON ISLAND	27.2961557	27.2961557
WEST ALLIS	43.0166806	43.0166806
IMLAY CITY	43.0247496	43.0247496
IOWA	41.9216734	41.9216734
ACTON	51.5081402	51.5081402
SCURRY	32.7225172	32.7225172
BLUE ISLAND	41.6572753	41.6572753
LABELLE	46.279106	46.279106
SHOW LOW	34.2542084	34.2542084
FINCASTLE	38.3078471	38.3078471
FREER	27.8781306	27.8781306
FALMOUTH	50.1552197	50.1552197
ABITA SPRINGS	30.4785257	30.4785257
HEIDELBERG	49.4093582	49.4093582
WILLOW SPRING	34.6700217	34.6700217
MATTAWA	46.317296	46.317296
PLAYA DEL REY	33.9541453	33.9541453
POINT	32.9315089	32.9315089
ISANTI	45.56932235	45.56932235
SOUTH GLENS FALLS	43.299447	43.299447
MC MURRAY	40.2472301	40.2472301
MINDORO	12.86924	12.86924
SAINT JOHNSBURY	44.419464	44.419464
SUCCASUNNA	40.8684325	40.8684325
NEW RICHMOND	48.1651194	48.1651194
KEYSVILLE	33.242412	33.242412
FORT EDWARD	52.56622675	52.56622675
HAINES CITY	28.126625	28.126625
TOWER	47.43863905	47.43863905
CADDO MILLS	33.0656732	33.0656732
NITRO	48.31295	48.31295
OSAWATOMIE	38.4970321	38.4970321
REDINGTON BEACH	27.8086364	27.8086364
NORTHAMPTON	52.23433665	52.23433665
PORTER RANCH	34.2818164	34.2818164
NORTH WILKESBORO	36.1584651	36.1584651
MILL HALL	41.10729	41.10729
LOUDONVILLE	40.6355985	40.6355985
SARONA	23.2206029	23.2206029
GRANBY	45.3990409	45.3990409
COUNCIL	44.728532	44.728532
ORRUM	34.4658861	34.4658861
GROSSE POINTE	42.3861485	42.3861485
ONO	34.861365	34.861365
SPOTSWOOD	40.391774	40.391774
LOGANSPORT	40.7545006	40.7545006
LONG VALLEY	40.78168135	40.78168135
OVERTON	32.2745993	32.2745993
GOWANDA	42.464857	42.464857
TIMBERVILLE	38.6390069	38.6390069
CANFIELD	41.025059	41.025059
DRY CREEK	63.617767	63.617767
MOSELEY	52.4473204	52.4473204
JACKSBORO	33.2195301	33.2195301
VALLEY FORGE	40.0970507	40.0970507
DUNSEITH	48.813057	48.813057
PURVIS	31.1443351	31.1443351
SAINT ANN	18.32992995	18.32992995
ATHOL	39.764787	39.764787
NEW YORK MILLS	46.5180469	46.5180469
MAXTON	34.7351615	34.7351615
HIRAM	33.8756601	33.8756601
VALLEY	41.5595723	41.5595723
COLEBROOK	44.8942649	44.8942649
ALCOA	35.7895271	35.7895271
KILMARNOCK	55.6100589	55.6100589
CHATFIELD	43.8446296	43.8446296
NEW PROVIDENCE	25.1943588	25.1943588
PAHRUMP	36.2083012	36.2083012
BEEVILLE	28.4008319	28.4008319
CEDAR	41.7608608	41.7608608
SELIGMAN	36.5126444	36.5126444
LAKE TAPPS	47.2198644	47.2198644
WEST NEWTON	42.3494088	42.3494088
SEA ISLE CITY	39.1548404	39.1548404
NEW STRAWN	38.2625197	38.2625197
TETON	47.8455676	47.8455676
STEVENS POINT	44.5229223	44.5229223
TRIANGLE	38.5464245	38.5464245
ALMONT	46.7252795	46.7252795
LE ROY	40.8777854	40.8777854
RUMSON	40.372054	40.372054
NEW MARLBOROUGH	42.1053708	42.1053708
LONE ROCK	43.2199621	43.2199621
COPIAGUE	40.6840538	40.6840538
RITTMAN	40.9723644	40.9723644
SAINT GABRIEL	46.31316395	46.31316395
LEROY	31.7315517	31.7315517
YEMASSEE	32.6967679	32.6967679
LAGRANGEVILLE	41.650927	41.650927
HERMANSVILLE	45.711075	45.711075
GRINNELL	39.12723	39.12723
PHILLIPS	40.5888329	40.5888329
DONALDSON	48.5723691	48.5723691
HEARTLAND	32.6894727	32.6894727
MAPLE PLAIN	45.0071851	45.0071851
CADILLAC	44.6360817	44.6360817
SAN ANDREAS	38.1875605	38.1875605
SAINT CROIX FALLS	46.08046265	46.08046265
PARK FOREST	41.4825788	41.4825788
WALNUT COVE	36.295415	36.295415
BRINKLEY	52.1678912	52.1678912
BERMUDA DUNES	33.7438202	33.7438202
PERKINS	40.8501242	40.8501242
SOUTH SIOUX CITY	42.4742963	42.4742963
SICKLERVILLE	39.7173375	39.7173375
JONESBURG	38.8533773	38.8533773
MOULTONBOROUGH	43.755225	43.755225
HERMANTOWN	46.8068852	46.8068852
EAST SETAUKET	40.9418427	40.9418427
DYER	35.4907547	35.4907547
WILLOW PARK	32.7626286	32.7626286
ELMIRA HEIGHTS	42.126159	42.126159
DANIELSVILLE	34.1242771	34.1242771
POCAHONTAS	42.7262681	42.7262681
BAYPORT	45.0212648	45.0212648
TERRELL	30.1990738	30.1990738
MULLENS	37.5832541	37.5832541
WEWOKA	35.1511643	35.1511643
LANDRUM	35.1751148	35.1751148
LOUVIERS	49.2157245	49.2157245
HALLSVILLE	32.5043161	32.5043161
LEBANON JUNCTION	37.8345086	37.8345086
ESTHERVILLE	43.4026638	43.4026638
WEST JEFFERSON	33.6492731	33.6492731
BELL CITY	37.0236611	37.0236611
IVORYTON	41.3485261	41.3485261
GIDDINGS	30.1830498	30.1830498
WESTWORTH VILLAGE	32.7597192	32.7597192
WINTHROP	42.3750976	42.3750976
CRAWLEY	51.1103444	51.1103444
ISLAND LAKE	54.8454116	54.8454116
STANFORDVILLE	41.8673152	41.8673152
IRENE	43.083047	43.083047
SEBASTOPOL	44.6054434	44.6054434
HAWTHORN WOODS	42.2169686	42.2169686
VINCENNES	48.8474508	48.8474508
YOUNGSVILLE	30.0996471	30.0996471
TABERNACLE	39.8440047	39.8440047
POLLOCK	40.359233	40.359233
CLARENCE	41.8881899	41.8881899
MELVINDALE	42.2825383	42.2825383
HOONAH	58.1096843	58.1096843
BRANT	43.1010804	43.1010804
LOOMIS	38.8212889	38.8212889
AMESBURY	42.8579536	42.8579536
TIMNATH	40.5294388	40.5294388
NASHWAUK	47.380214	47.380214
ALBERTSON	40.77222865	40.77222865
BARLOW	45.2522574	45.2522574
HIGHLANDS RANCH	39.5497243	39.5497243
NORTH PALM BEACH	26.8237944	26.8237944
WAIMANALO	21.3453025	21.3453025
HOOPA	41.064039	41.064039
